annee,canton,technologie,puissance_mw,installations
2007,JU,Éolien,0.007,1
2007,LU,Biomasse,0.25,1
2007,LU,Photovoltaïque,0.25544999999999995,17
2007,NE,Photovoltaïque,0.018000000000000002,5
2007,OW,Photovoltaïque,0.0035,1
2007,SG,Biomasse,1.087,2
2007,SG,Gaz naturel,1.94,2
2007,SG,Hydraulique,3.1353999999999997,7
2007,SG,Photovoltaïque,0.49588,44
2007,SH,Photovoltaïque,0.20775,20
2007,SO,Hydraulique,0.01,1
2007,SO,Photovoltaïque,0.07530999999999999,8
2007,SZ,Photovoltaïque,0.0226,4
2007,TG,Photovoltaïque,0.22233,22
2007,TI,Hydraulique,0.02,1
2007,TI,Photovoltaïque,0.603,9
2007,UR,Hydraulique,0.32,1
2007,VD,Biomasse,0.33499999999999996,3
2007,VD,Hydraulique,0.014,1
2007,VD,Photovoltaïque,0.36198,48
2007,VS,Hydraulique,1.5919999999999999,3
2007,VS,Photovoltaïque,0.02232,5
2007,ZG,Photovoltaïque,0.0143,3
2007,ZH,Biomasse,1.0350000000000001,4
2007,ZH,Hydraulique,0.44,3
2007,ZH,Photovoltaïque,1.55611,57
2008,AG,Biomasse,1.1109,2
2008,AG,Gaz naturel,0.144,1
2008,AG,Hydraulique,0.0375,2
2008,AG,Photovoltaïque,1.0185,90
2008,AI,Biomasse,0.11,1
2008,AI,Photovoltaïque,0.55431,14
2008,AR,Photovoltaïque,0.0542,7
2008,BE,Biomasse,0.16,1
2008,BE,Hydraulique,0.43999999999999995,8
2008,BE,Photovoltaïque,1.71693,196
2008,BL,Biomasse,0.25,1
2008,BL,Gaz naturel,0.35,2
2008,BL,Photovoltaïque,0.5117,28
2008,BS,Biomasse,4.365399999999999,1
2008,BS,Déchets,16.2146,2
2008,BS,Gaz naturel,20.355,2
2008,BS,Photovoltaïque,0.0055,1
2008,FR,Biomasse,0.67,2
2008,FR,Hydraulique,0.06,1
2008,FR,Photovoltaïque,0.56447,81
2008,GE,Photovoltaïque,0.25665,35
2008,GL,Photovoltaïque,0.0748,11
2008,GR,Biomasse,0.115,1
2008,GR,Hydraulique,4.977,4
2008,GR,Photovoltaïque,0.53682,33
2008,JU,Biomasse,0.44,1
2008,JU,Photovoltaïque,0.31022,17
2008,LU,Biomasse,0.095,2
2008,LU,Hydraulique,0.0295,2
2008,LU,Photovoltaïque,1.77424,51
2008,NE,Photovoltaïque,0.063,13
2008,NW,Hydraulique,0.0596,4
2008,NW,Photovoltaïque,0.14062,6
2008,SG,Biomasse,0.831,4
2008,SG,Hydraulique,2.1465,7
2008,SG,Photovoltaïque,1.97048,115
2008,SH,Photovoltaïque,0.41435,30
2008,SO,Photovoltaïque,0.75003,30
2008,SZ,Photovoltaïque,0.11725,13
2008,TG,Biomasse,0.35,1
2008,TG,Hydraulique,0.881,3
2008,TG,Photovoltaïque,1.34943,76
2008,TI,Hydraulique,0.05,1
2008,TI,Photovoltaïque,0.26597,22
2008,UR,Hydraulique,1.027,2
2008,UR,Photovoltaïque,0.17242,6
2008,VD,Biomasse,0.132,2
2008,VD,Hydraulique,3.517,2
2008,VD,Photovoltaïque,1.09637,139
2008,VS,Hydraulique,1.0954000000000002,5
2008,VS,Photovoltaïque,0.1697,28
2008,VS,Éolien,2.0,1
2008,ZG,Photovoltaïque,0.1704,16
2008,ZH,Biomasse,0.817,5
2008,ZH,Déchets,19.6,1
2008,ZH,Hydraulique,0.11499999999999999,2
2008,ZH,Photovoltaïque,2.1035,123
2009,AG,Biomasse,0.40700000000000003,3
2009,AG,Photovoltaïque,5.81281,202
2009,AG,Éolien,0.01,1
2009,AI,Photovoltaïque,0.20774,12
2009,AR,Biomasse,0.025,1
2009,AR,Photovoltaïque,0.32987,35
2009,BE,Biomasse,0.75,1
2009,BE,Hydraulique,2.3223,8
2009,BE,Photovoltaïque,5.3924900000000004,319
2009,BL,Biomasse,0.36,1
2009,BL,Gaz naturel,0.5,1
2009,BL,Photovoltaïque,0.8709800000000001,61
2009,BS,Photovoltaïque,0.4891,23
2009,FR,Biomasse,0.109,1
2009,FR,Hydraulique,0.003,1
2009,FR,Photovoltaïque,1.1428,75
2009,GE,Gaz naturel,0.51,1
2009,GE,Photovoltaïque,0.45297000000000004,46
2009,GL,Hydraulique,3.72,4
2009,GL,Photovoltaïque,0.04358,5
2009,GR,Hydraulique,3.706,8
2009,GR,Photovoltaïque,1.58573,59
2009,JU,Biomasse,0.572,1
2009,JU,Hydraulique,0.42300000000000004,2
2009,JU,Photovoltaïque,0.32096,18
2009,JU,Éolien,4.0,1
2009,LU,Biomasse,1.6933,5
2009,LU,Hydraulique,0.038,3
2009,LU,Photovoltaïque,3.4652700000000003,85
2009,NE,Hydraulique,0.022,1
2009,NE,Photovoltaïque,0.34920999999999996,39
2009,NW,Hydraulique,0.064,1
2009,NW,Photovoltaïque,0.0185,2
2009,OW,Photovoltaïque,0.47248999999999997,10
2009,SG,Biomasse,1.6480000000000001,3
2009,SG,Gaz naturel,0.06,1
2009,SG,Hydraulique,0.0529,3
2009,SG,Photovoltaïque,3.25482,193
2009,SH,Biomasse,0.06,1
2009,SH,Photovoltaïque,0.047189999999999996,8
2009,SO,Biomasse,0.889,1
2009,SO,Gaz naturel,0.115,1
2009,SO,Photovoltaïque,0.49157,61
2009,SZ,Biomasse,1.401,3
2009,SZ,Photovoltaïque,0.37278,20
2009,TG,Biomasse,0.849,4
2009,TG,Photovoltaïque,2.3886,109
2009,TI,Hydraulique,0.446,4
2009,TI,Photovoltaïque,2.05854,46
2009,UR,Biomasse,0.24,1
2009,UR,Hydraulique,0.27849999999999997,3
2009,UR,Photovoltaïque,0.12703,9
2009,VD,Biomasse,0.18,1
2009,VD,Hydraulique,0.22000000000000003,2
2009,VD,Photovoltaïque,3.07933,182
2009,VS,Biomasse,0.1005,2
2009,VS,Gaz naturel,60.326,1
2009,VS,Hydraulique,2.861,10
2009,VS,Photovoltaïque,0.52957,57
2009,ZG,Biomasse,0.584,1
2009,ZG,Photovoltaïque,0.25579999999999997,15
2009,ZH,Biomasse,0.103,2
2009,ZH,Hydraulique,0.46699999999999997,3
2009,ZH,Photovoltaïque,3.4519800000000003,169
2010,AG,Biomasse,0.748,3
2010,AG,Hydraulique,2.933,3
2010,AG,Photovoltaïque,3.42713,253
2010,AI,Photovoltaïque,0.0491,4
2010,AR,Hydraulique,0.016,1
2010,AR,Photovoltaïque,0.12662,15
2010,BE,Biomasse,1.3230000000000002,5
2010,BE,Hydraulique,0.504,8
2010,BE,Photovoltaïque,6.04042,269
2010,BE,Éolien,14.0,7
2010,BL,Biomasse,0.18,1
2010,BL,Photovoltaïque,0.98977,60
2010,BS,Photovoltaïque,1.31582,31
2010,FR,Biomasse,0.04,1
2010,FR,Gaz naturel,0.115,1
2010,FR,Hydraulique,0.03,1
2010,FR,Photovoltaïque,1.9747999999999999,61
2010,GE,Photovoltaïque,1.3934900000000001,79
2010,GL,Biomasse,0.615,1
2010,GL,Hydraulique,5.77,4
2010,GL,Photovoltaïque,0.0998,12
2010,GR,Biomasse,0.06,1
2010,GR,Hydraulique,7.907,12
2010,GR,Photovoltaïque,2.69186,84
2010,JU,Biomasse,0.172,1
2010,JU,Photovoltaïque,0.23174,15
2010,JU,Éolien,6.8999999999999995,3
2010,LU,Biomasse,0.855,2
2010,LU,Photovoltaïque,3.22903,96
2010,NE,Biomasse,0.0050999999999999995,1
2010,NE,Photovoltaïque,0.34243,57
2010,NW,Photovoltaïque,0.6132799999999999,6
2010,OW,Hydraulique,0.215,2
2010,OW,Photovoltaïque,0.23126,9
2010,SG,Biomasse,1.955,5
2010,SG,Hydraulique,1.5947,9
2010,SG,Photovoltaïque,4.11501,110
2010,SG,Éolien,0.01,1
2010,SH,Photovoltaïque,0.83782,22
2010,SO,Biomasse,0.18,1
2010,SO,Photovoltaïque,2.41635,104
2010,SZ,Hydraulique,0.272,1
2010,SZ,Photovoltaïque,0.37955,18
2010,TG,Biomasse,0.8999999999999999,3
2010,TG,Gaz naturel,0.03,1
2010,TG,Hydraulique,0.1043,2
2010,TG,Photovoltaïque,1.95481,96
2010,TI,Déchets,18.6,1
2010,TI,Photovoltaïque,0.43604,63
2010,UR,Photovoltaïque,0.0136,2
2010,UR,Éolien,1.8,2
2010,VD,Biomasse,0.08,3
2010,VD,Gaz naturel,0.04,1
2010,VD,Hydraulique,0.085,1
2010,VD,Photovoltaïque,4.87055,128
2010,VS,Hydraulique,5.431,11
2010,VS,Photovoltaïque,0.36194,46
2010,ZG,Hydraulique,1.29,3
2010,ZG,Photovoltaïque,0.32349,12
2010,ZH,Biomasse,11.612,6
2010,ZH,Gaz naturel,0.25,1
2010,ZH,Hydraulique,0.24200000000000002,2
2010,ZH,Photovoltaïque,4.53326,171
2011,AG,Biomasse,2.5189999999999997,6
2011,AG,Hydraulique,0.1955,3
2011,AG,Photovoltaïque,7.98442,290
2011,AI,Photovoltaïque,0.63258,22
2011,AR,Photovoltaïque,0.48332,46
2011,BE,Biomasse,1.85,4
2011,BE,Hydraulique,12.957,8
2011,BE,Photovoltaïque,21.05755,848
2011,BL,Biomasse,0.357,1
2011,BL,Gaz naturel,0.128,1
2011,BL,Photovoltaïque,7.17625,369
2011,BS,Gaz naturel,3.516,2
2011,BS,Photovoltaïque,2.57509,32
2011,FR,Biomasse,0.1241,3
2011,FR,Hydraulique,0.059,2
2011,FR,Photovoltaïque,7.06104,331
2011,GE,Photovoltaïque,3.25489,74
2011,GL,Hydraulique,1.2249999999999999,4
2011,GL,Photovoltaïque,0.26292,20
2011,GR,Biomasse,0.07,1
2011,GR,Hydraulique,15.1052,7
2011,GR,Photovoltaïque,3.28002,129
2011,JU,Photovoltaïque,1.09094,27
2011,LU,Biomasse,1.317,3
2011,LU,Hydraulique,0.883,2
2011,LU,Photovoltaïque,9.88867,208
2011,NE,Biomasse,0.27,1
2011,NE,Photovoltaïque,1.3338,87
2011,NW,Biomasse,0.115,1
2011,NW,Photovoltaïque,0.23591,15
2011,OW,Biomasse,0.55,2
2011,OW,Hydraulique,0.063,1
2011,OW,Photovoltaïque,0.34634,11
2011,SG,Biomasse,0.516,2
2011,SG,Hydraulique,2.185,2
2011,SG,Photovoltaïque,15.2265,461
2011,SH,Photovoltaïque,1.29407,44
2011,SO,Biomasse,0.104,1
2011,SO,Photovoltaïque,8.29313,389
2011,SZ,Hydraulique,0.05756,3
2011,SZ,Photovoltaïque,2.32879,61
2011,TG,Biomasse,0.247,1
2011,TG,Hydraulique,1.7,1
2011,TG,Photovoltaïque,6.44575,198
2011,TI,Biomasse,0.619,2
2011,TI,Photovoltaïque,0.85625,93
2011,UR,Hydraulique,0.381,1
2011,UR,Photovoltaïque,0.1779,12
2011,VD,Biomasse,3.57,4
2011,VD,Hydraulique,0.135,3
2011,VD,Photovoltaïque,6.06435,225
2011,VS,Biomasse,0.017,1
2011,VS,Hydraulique,0.8130000000000001,5
2011,VS,Photovoltaïque,5.67538,140
2011,ZG,Biomasse,0.44,1
2011,ZG,Gaz naturel,0.175,1
2011,ZG,Hydraulique,0.015,1
2011,ZG,Photovoltaïque,0.9358099999999999,35
2011,ZH,Biomasse,0.462,4
2011,ZH,Hydraulique,0.346,5
2011,ZH,Photovoltaïque,10.842360000000001,399
2012,AG,Biomasse,0.14900000000000002,2
2012,AG,Photovoltaïque,16.335539999999998,434
2012,AI,Photovoltaïque,1.5994000000000002,46
2012,AR,Photovoltaïque,3.26741,121
2012,BE,Biomasse,33.401900000000005,6
2012,BE,Déchets,17.0,1
2012,BE,Gaz naturel,92.056,2
2012,BE,Hydraulique,0.9530000000000001,11
2012,BE,Photovoltaïque,38.80182,1434
2012,BE,Éolien,0.003,1
2012,BL,Gaz naturel,0.475,2
2012,BL,Photovoltaïque,15.95247,447
2012,BS,Gaz naturel,1.74,1
2012,BS,Photovoltaïque,1.3561699999999999,75
2012,FR,Biomasse,2.668,5
2012,FR,Hydraulique,0.11,1
2012,FR,Photovoltaïque,12.30307,259
2012,GE,Biomasse,0.471,1
2012,GE,Gaz naturel,0.125,1
2012,GE,Photovoltaïque,10.3911,125
2012,GL,Hydraulique,3.3930000000000002,4
2012,GL,Photovoltaïque,0.81253,28
2012,GR,Biomasse,0.243,1
2012,GR,Hydraulique,8.375,14
2012,GR,Photovoltaïque,6.3749899999999995,189
2012,GR,Éolien,0.01,1
2012,JU,Photovoltaïque,7.92476,75
2012,LU,Biomasse,0.2904,2
2012,LU,Gaz naturel,0.2,1
2012,LU,Photovoltaïque,20.97359,354
2012,NE,Biomasse,0.45,2
2012,NE,Photovoltaïque,1.65615,85
2012,NW,Photovoltaïque,0.8734,30
2012,OW,Hydraulique,0.0075,1
2012,OW,Photovoltaïque,0.89606,28
2012,SG,Déchets,11.0,1
2012,SG,Gaz naturel,0.23,1
2012,SG,Hydraulique,0.25579999999999997,7
2012,SG,Photovoltaïque,20.77708,683
2012,SH,Photovoltaïque,3.61755,86
2012,SO,Photovoltaïque,13.04512,499
2012,SZ,Hydraulique,0.027,1
2012,SZ,Photovoltaïque,3.2605,75
2012,TG,Biomasse,0.368,2
2012,TG,Hydraulique,0.299,2
2012,TG,Photovoltaïque,12.58008,396
2012,TI,Hydraulique,2.1686,5
2012,TI,Photovoltaïque,3.3736,172
2012,UR,Photovoltaïque,0.57806,29
2012,UR,Éolien,0.9,1
2012,VD,Biomasse,4.0,1
2012,VD,Hydraulique,0.4,1
2012,VD,Photovoltaïque,15.82063,325
2012,VS,Biomasse,0.015,1
2012,VS,Hydraulique,12.883000000000001,12
2012,VS,Photovoltaïque,16.59286,231
2012,VS,Éolien,5.3,2
2012,ZG,Biomasse,0.548,1
2012,ZG,Photovoltaïque,4.45662,74
2012,ZH,Biomasse,0.31,3
2012,ZH,Déchets,23.0,1
2012,ZH,Hydraulique,0.9998,3
2012,ZH,Photovoltaïque,19.18819,564
2013,AG,Biomasse,0.76,3
2013,AG,Déchets,11.15,1
2013,AG,Gaz naturel,0.08,1
2013,AG,Hydraulique,2.9995000000000003,3
2013,AG,Photovoltaïque,19.00907,460
2013,AI,Photovoltaïque,0.78387,43
2013,AR,Photovoltaïque,2.57618,99
2013,BE,Biomasse,0.10099999999999999,2
2013,BE,Gaz naturel,0.494,2
2013,BE,Hydraulique,4.632999999999999,13
2013,BE,Photovoltaïque,50.98532,1341
2013,BE,Éolien,8.0,4
2013,BL,Gaz naturel,0.30000000000000004,2
2013,BL,Photovoltaïque,10.78963,344
