glacier,glacier_id,annee,bilan_hiver,bilan_ete,bilan_annuel,ligne_equilibre,surface_km2,bilan_cumule
Glacier de Tsanfleuron,B22-01,2011,1067,-3530,-2463,3090,2.75188,-3457
Glacier de Tsanfleuron,B22-01,2012,1358,-3028,-1670,3050,2.75188,-5127
Glacier de Tsanfleuron,B22-01,2013,1495,-1777,-282,2805,2.64625,-5409
Glacier de Tsanfleuron,B22-01,2014,1551,-2426,-875,2855,2.61813,-6284
Glacier de Tsanfleuron,B22-01,2015,1544,-3994,-2450,3121,2.61813,-8734
Glacier de Tsanfleuron,B22-01,2016,2013,-2298,-285,2795,2.61813,-9019
Glacier de Tsanfleuron,B22-01,2017,1728,-3823,-2095,3046,2.46625,-11114
Glacier de Tsanfleuron,B22-01,2018,2317,-4690,-2373,3123,2.46625,-13487
Glacier de Tsanfleuron,B22-01,2019,1826,-3701,-1875,3127,2.45125,-15362
Glacier de Tsanfleuron,B22-01,2020,1928,-3816,-1888,3055,2.45125,-17250
Glacier de Tsanfleuron,B22-01,2021,2018,-2623,-605,2915,2.32375,-17855
Glacier de Tsanfleuron,B22-01,2022,1478,-5479,-4001,3271,2.32375,-21856
Glacier de Tsanfleuron,B22-01,2023,2350,-4699,-2349,3161,2.315,-24205
Glacier de Tsanfleuron,B22-01,2024,2740,-4048,-1308,2945,2.18,-25513
Glacier de Tsanfleuron,B22-01,2025,1664,-4336,-2672,3084,2.145,-28185
Glacier de la Plaine Morte,A55f-03,2010,1184,-2053,-869,2815,7.8775,-869
Glacier de la Plaine Morte,A55f-03,2011,852,-2951,-2099,2959,7.8775,-2968
Glacier de la Plaine Morte,A55f-03,2012,1319,-2516,-1197,2835,7.8775,-4165
Glacier de la Plaine Morte,A55f-03,2013,1482,-2384,-902,2825,7.8775,-5067
Glacier de la Plaine Morte,A55f-03,2014,1005,-2043,-1038,2815,7.54938,-6105
Glacier de la Plaine Morte,A55f-03,2015,957,-3264,-2307,2935,7.54938,-8412
Glacier de la Plaine Morte,A55f-03,2016,1677,-1898,-221,2775,7.54938,-8633
Glacier de la Plaine Morte,A55f-03,2017,1297,-3570,-2273,2977,7.4075,-10906
Glacier de la Plaine Morte,A55f-03,2018,2014,-4127,-2113,2925,7.21938,-13019
Glacier de la Plaine Morte,A55f-03,2019,1490,-3252,-1762,2987,7.1125,-14781
Glacier de la Plaine Morte,A55f-03,2020,1380,-3309,-1929,2815,6.98062,-16710
Glacier de la Plaine Morte,A55f-03,2021,1441,-2401,-960,2805,6.88938,-17670
Glacier de la Plaine Morte,A55f-03,2022,1256,-5288,-4032,3262,6.88938,-21702
Glacier de la Plaine Morte,A55f-03,2023,1334,-3815,-2481,3031,6.68187,-24183
Glacier de la Plaine Morte,A55f-03,2024,2049,-4020,-1971,2805,6.58312,-26154
Glacier de la Plaine Morte,A55f-03,2025,1398,-3967,-2569,3051,6.52875,-28723
Glacier du Giétro,B82-14,1967,1031,-1029,2,3075,5.66812,2
Glacier du Giétro,B82-14,1968,620,-28,592,2975,5.66688,594
Glacier du Giétro,B82-14,1969,901,-1030,-129,3085,5.66437,465
Glacier du Giétro,B82-14,1970,1056,-1113,-57,3085,5.66375,408
Glacier du Giétro,B82-14,1971,624,-1335,-711,3445,5.64938,-303
Glacier du Giétro,B82-14,1972,663,-832,-169,3115,5.6675,-472
Glacier du Giétro,B82-14,1973,778,-2184,-1406,3940,5.65688,-1878
Glacier du Giétro,B82-14,1974,704,-538,166,3055,5.65688,-1712
Glacier du Giétro,B82-14,1975,1220,-1418,-198,3085,5.6575,-1910
Glacier du Giétro,B82-14,1976,694,-1505,-811,3445,5.65688,-2721
Glacier du Giétro,B82-14,1977,1508,-755,753,2955,5.65688,-1968
Glacier du Giétro,B82-14,1978,1464,-831,633,2955,5.65625,-1335
Glacier du Giétro,B82-14,1979,1112,-1529,-417,3185,5.65625,-1752
Glacier du Giétro,B82-14,1980,1255,-377,878,2915,5.65625,-874
Glacier du Giétro,B82-14,1981,1302,-721,581,2975,5.65562,-293
Glacier du Giétro,B82-14,1982,1404,-2161,-757,3395,5.655,-1050
Glacier du Giétro,B82-14,1983,1347,-1888,-541,3195,5.655,-1591
Glacier du Giétro,B82-14,1984,687,-724,-37,3085,5.655,-1628
Glacier du Giétro,B82-14,1985,1015,-1514,-499,3195,5.6825,-2127
Glacier du Giétro,B82-14,1986,1315,-1901,-586,3255,5.88125,-2713
Glacier du Giétro,B82-14,1987,1000,-1296,-296,3215,5.84687,-3009
Glacier du Giétro,B82-14,1988,1454,-1460,-6,3125,5.84687,-3015
Glacier du Giétro,B82-14,1989,1190,-1749,-559,3255,5.84187,-3574
Glacier du Giétro,B82-14,1990,974,-1119,-145,3195,5.83688,-3719
Glacier du Giétro,B82-14,1991,1275,-2803,-1528,3385,5.83375,-5247
Glacier du Giétro,B82-14,1992,979,-1276,-297,3245,5.82937,-5544
Glacier du Giétro,B82-14,1993,1369,-1478,-109,3185,5.82688,-5653
Glacier du Giétro,B82-14,1994,1305,-1693,-388,3265,5.82375,-6041
Glacier du Giétro,B82-14,1995,1837,-2015,-178,3185,5.81813,-6219
Glacier du Giétro,B82-14,1996,518,-419,99,3105,5.81625,-6120
Glacier du Giétro,B82-14,1997,1087,-1029,58,3105,5.70125,-6062
Glacier du Giétro,B82-14,1998,738,-2305,-1567,3435,5.61125,-7629
Glacier du Giétro,B82-14,1999,1424,-1258,166,3105,5.60875,-7463
Glacier du Giétro,B82-14,2000,1105,-1964,-859,3315,5.60562,-8322
Glacier du Giétro,B82-14,2001,1918,-1533,385,3065,5.6025,-7937
Glacier du Giétro,B82-14,2002,520,-668,-148,3185,5.59625,-8085
Glacier du Giétro,B82-14,2003,1222,-3875,-2653,3787,5.54812,-10738
Glacier du Giétro,B82-14,2004,1319,-1810,-491,3265,5.56562,-11229
Glacier du Giétro,B82-14,2005,937,-1467,-530,3265,5.54625,-11759
Glacier du Giétro,B82-14,2006,829,-1586,-757,3325,5.5175,-12516
Glacier du Giétro,B82-14,2007,849,-925,-76,3185,5.48937,-12592
Glacier du Giétro,B82-14,2008,767,-1587,-820,3355,5.43,-13412
Glacier du Giétro,B82-14,2009,1595,-2842,-1247,3435,5.43625,-14659
Glacier du Giétro,B82-14,2010,691,-1333,-642,3355,5.41437,-15301
Glacier du Giétro,B82-14,2011,803,-2487,-1684,3445,5.39125,-16985
Glacier du Giétro,B82-14,2012,1093,-1764,-671,3325,5.37063,-17656
Glacier du Giétro,B82-14,2013,1263,-1297,-34,3195,5.3225,-17690
Glacier du Giétro,B82-14,2014,1309,-1580,-271,3225,5.3225,-17961
Glacier du Giétro,B82-14,2015,678,-1780,-1102,3355,5.3225,-19063
Glacier du Giétro,B82-14,2016,1348,-1793,-445,3245,5.3225,-19508
Glacier du Giétro,B82-14,2017,1047,-2756,-1709,3465,5.27313,-21217
Glacier du Giétro,B82-14,2018,1271,-2137,-866,3315,5.27313,-22083
Glacier du Giétro,B82-14,2019,1342,-2537,-1195,3365,5.28,-23278
Glacier du Giétro,B82-14,2020,1046,-1837,-791,3315,5.28,-24069
Glacier du Giétro,B82-14,2021,938,-1275,-337,3235,5.28,-24406
Glacier du Giétro,B82-14,2022,821,-3776,-2955,3779,5.175,-27361
Glacier du Giétro,B82-14,2023,1004,-2845,-1841,3485,5.06125,-29202
Glacier du Giétro,B82-14,2024,1094,-2563,-1469,3475,4.86813,-30671
Glacier du Giétro,B82-14,2025,947,-2153,-1206,3475,4.86813,-31877
Glacier du Sex Rouge,B16-01,2012,1443,-2636,-1193,2862,0.2672,-1193
Glacier du Sex Rouge,B16-01,2013,1421,-2113,-692,2837,0.2672,-1885
Glacier du Sex Rouge,B16-01,2014,1269,-1940,-671,2832,0.2699,-2556
Glacier du Sex Rouge,B16-01,2015,1382,-3522,-2140,3082,0.2699,-4696
Glacier du Sex Rouge,B16-01,2016,1841,-2019,-178,2727,0.2559,-4874
Glacier du Sex Rouge,B16-01,2017,1442,-3877,-2435,3136,0.2559,-7309
Glacier du Sex Rouge,B16-01,2018,1887,-4023,-2136,3089,0.2559,-9445
Glacier du Sex Rouge,B16-01,2019,1599,-3356,-1757,3048,0.2559,-11202
Glacier du Sex Rouge,B16-01,2020,1671,-3168,-1497,3010,0.2559,-12699
Glacier du Sex Rouge,B16-01,2021,1721,-2510,-789,2852,0.2573,-13488
Glacier du Sex Rouge,B16-01,2022,1429,-5189,-3760,3299,0.2573,-17248
Glacier du Sex Rouge,B16-01,2023,2172,-4439,-2267,3117,0.2573,-19515
Glacier du Sex Rouge,B16-01,2024,2393,-4090,-1697,3029,0.2215,-21212
Glacier du Sex Rouge,B16-01,2025,1256,-3976,-2720,3157,0.2215,-23932
Glatscher da Plattas / Glatscher da Medel,A14g-16,2017,1313,-2962,-1649,3102,1.1579,-1649
Glatscher da Plattas / Glatscher da Medel,A14g-16,2018,1913,-3352,-1439,3027,1.1579,-3088
Glatscher da Plattas / Glatscher da Medel,A14g-16,2019,2432,-3061,-629,2992,1.1579,-3717
Glatscher da Plattas / Glatscher da Medel,A14g-16,2020,1436,-2515,-1079,3012,1.0547,-4796
Glatscher da Plattas / Glatscher da Medel,A14g-16,2021,1655,-2122,-467,2972,1.0547,-5263
Glatscher da Plattas / Glatscher da Medel,A14g-16,2022,1013,-4014,-3001,3127,1.0547,-8264
Glatscher da Plattas / Glatscher da Medel,A14g-16,2023,971,-3741,-2770,3122,1.0547,-11034
Glatscher da Plattas / Glatscher da Medel,A14g-16,2024,1881,-3259,-1378,3022,1.0547,-12412
Glatscher da Plattas / Glatscher da Medel,A14g-16,2025,1168,-2694,-1526,3022,1.0547,-13938
Glatschiu dil Segnas,A14p-03,2012,749,-3301,-2552,3136,0.5105,-2552
Glatschiu dil Segnas,A14p-03,2013,994,-2025,-1031,2992,0.5105,-3583
Glatschiu dil Segnas,A14p-03,2014,726,-1806,-1080,2992,0.5105,-4663
Glatschiu dil Segnas,A14p-03,2015,935,-2665,-1730,3069,0.5105,-6393
Glatschiu dil Segnas,A14p-03,2016,1020,-1424,-404,2827,0.5105,-6797
Griesgletscher,B45-04,1962,1906,-2612,-706,2965,6.65688,-706
Griesgletscher,B45-04,1963,1894,-1934,-40,2775,6.65688,-746
Griesgletscher,B45-04,1964,1733,-2368,-635,3045,6.65688,-1381
Griesgletscher,B45-04,1965,1509,-1094,415,2745,6.42188,-966
Griesgletscher,B45-04,1966,2014,-1846,168,2765,6.42188,-798
Griesgletscher,B45-04,1967,1836,-1584,252,2745,6.42188,-546
Griesgletscher,B45-04,1968,1489,-1218,271,2745,6.42188,-275
Griesgletscher,B45-04,1969,1395,-1716,-321,2795,6.42188,-596
Griesgletscher,B45-04,1970,1602,-2363,-761,3095,6.42188,-1357
Griesgletscher,B45-04,1971,1442,-2228,-786,3065,6.42188,-2143
Griesgletscher,B45-04,1972,1675,-1442,233,2745,6.42188,-1910
Griesgletscher,B45-04,1973,957,-2048,-1091,3305,6.42188,-3001
Griesgletscher,B45-04,1974,1795,-1986,-191,2795,6.36437,-3192
Griesgletscher,B45-04,1975,2092,-1633,459,2675,6.36437,-2733
Griesgletscher,B45-04,1976,830,-2071,-1241,3318,6.36437,-3974
Griesgletscher,B45-04,1977,2983,-1606,1377,2645,6.36437,-2597
Griesgletscher,B45-04,1978,2328,-1685,643,2705,6.36437,-1954
Griesgletscher,B45-04,1979,1487,-2395,-908,3135,6.36437,-2862
Griesgletscher,B45-04,1980,2160,-1665,495,2675,6.36437,-2367
Griesgletscher,B45-04,1981,1455,-1610,-155,2795,6.36437,-2522
Griesgletscher,B45-04,1982,1524,-2851,-1327,3323,6.36437,-3849
Griesgletscher,B45-04,1983,2160,-2823,-663,2845,6.0775,-4512
Griesgletscher,B45-04,1984,1291,-1217,74,2765,6.0775,-4438
Griesgletscher,B45-04,1985,1954,-2180,-226,2805,6.0775,-4664
Griesgletscher,B45-04,1986,2406,-3519,-1113,3145,6.0775,-5777
Griesgletscher,B45-04,1987,1244,-1918,-674,3075,6.0775,-6451
Griesgletscher,B45-04,1988,2083,-2931,-848,3035,6.0775,-7299
Griesgletscher,B45-04,1989,2114,-3029,-915,3065,5.79938,-8214
Griesgletscher,B45-04,1990,1468,-3393,-1925,3383,5.79938,-10139
Griesgletscher,B45-04,1991,1902,-2891,-989,3085,5.79938,-11128
Griesgletscher,B45-04,1992,1556,-2825,-1269,3305,5.79938,-12397
Griesgletscher,B45-04,1993,1171,-2133,-962,3095,5.79938,-13359
Griesgletscher,B45-04,1994,1788,-3350,-1562,3305,5.79938,-14921
Griesgletscher,B45-04,1995,1558,-1677,-119,2805,5.76687,-15040
Griesgletscher,B45-04,1996,899,-1239,-340,2845,5.76687,-15380
Griesgletscher,B45-04,1997,1823,-2534,-711,3035,5.76687,-16091
Griesgletscher,B45-04,1998,1585,-3606,-2021,3421,5.76687,-18112
Griesgletscher,B45-04,1999,2052,-2691,-639,2955,5.76687,-18751
Griesgletscher,B45-04,2000,1753,-2613,-860,3085,5.76687,-19611
Griesgletscher,B45-04,2001,2119,-2266,-147,2775,5.27375,-19758
Griesgletscher,B45-04,2002,970,-1656,-686,2965,5.27375,-20444
Griesgletscher,B45-04,2003,1799,-4299,-2500,3460,5.27375,-22944
Griesgletscher,B45-04,2004,1689,-2729,-1040,3195,5.27375,-23984
Griesgletscher,B45-04,2005,1448,-2947,-1499,3331,5.27375,-25483
Griesgletscher,B45-04,2006,1342,-3641,-2299,3415,4.9725,-27782
Griesgletscher,B45-04,2007,1068,-2417,-1349,3165,4.9725,-29131
Griesgletscher,B45-04,2008,1073,-2756,-1683,3175,4.9725,-30814
Griesgletscher,B45-04,2009,2156,-2971,-815,3065,4.9725,-31629
Griesgletscher,B45-04,2010,1138,-2198,-1060,3055,4.9725,-32689
Griesgletscher,B45-04,2011,949,-2959,-2010,3175,4.83375,-34699
Griesgletscher,B45-04,2012,1597,-3446,-1849,3345,4.83375,-36548
Griesgletscher,B45-04,2013,1502,-1999,-497,2935,4.83375,-37045
Griesgletscher,B45-04,2014,1601,-2324,-723,3015,4.43063,-37768
Griesgletscher,B45-04,2015,1764,-3238,-1474,3404,4.43063,-39242
Griesgletscher,B45-04,2016,1517,-3442,-1925,3451,4.43063,-41167
Griesgletscher,B45-04,2017,1538,-3579,-2041,3450,4.4075,-43208
Griesgletscher,B45-04,2018,2061,-4130,-2069,3463,4.3475,-45277
Griesgletscher,B45-04,2019,2185,-3373,-1188,3389,4.3475,-46465
Griesgletscher,B45-04,2020,1796,-2875,-1079,3045,4.18562,-47544
Griesgletscher,B45-04,2021,1684,-2462,-778,3065,4.10187,-48322
Griesgletscher,B45-04,2022,1090,-4949,-3859,3589,4.10187,-52181
Griesgletscher,B45-04,2023,936,-4066,-3130,3556,3.80938,-55311
Griesgletscher,B45-04,2024,2250,-3566,-1316,3433,3.66938,-56627
Griesgletscher,B45-04,2025,1462,-3639,-2177,3429,3.6425,-58804
Grosser Aletschgletscher,B36-26,1915,1339,-1122,217,2815,91.815,217
Grosser Aletschgletscher,B36-26,1916,1387,-616,771,2685,91.815,988
Grosser Aletschgletscher,B36-26,1917,1207,-2011,-804,2975,91.815,184
Grosser Aletschgletscher,B36-26,1918,1260,-956,304,2785,91.815,488
Grosser Aletschgletscher,B36-26,1919,1824,-1348,476,2785,91.815,964
Grosser Aletschgletscher,B36-26,1920,1560,-1666,-106,2865,91.815,858
Grosser Aletschgletscher,B36-26,1921,261,-2431,-2170,3305,91.815,-1312
Grosser Aletschgletscher,B36-26,1922,1015,-1832,-817,3005,91.815,-2129
Grosser Aletschgletscher,B36-26,1923,825,-1919,-1094,3145,91.815,-3223
Grosser Aletschgletscher,B36-26,1924,1247,-1359,-112,2865,91.815,-3335
Grosser Aletschgletscher,B36-26,1925,758,-1201,-443,2915,91.815,-3778
Grosser Aletschgletscher,B36-26,1926,643,-737,-94,2865,91.815,-3872
Grosser Aletschgletscher,B36-26,1927,1355,-1406,-51,2865,91.815,-3923
Grosser Aletschgletscher,B36-26,1928,1288,-1916,-628,2985,91.815,-4551
Grosser Aletschgletscher,B36-26,1929,1809,-2107,-298,2915,91.815,-4849
Grosser Aletschgletscher,B36-26,1930,728,-1368,-640,2985,91.815,-5489
Grosser Aletschgletscher,B36-26,1931,1138,-1454,-316,2915,91.815,-5805
Grosser Aletschgletscher,B36-26,1932,865,-1613,-748,2985,91.815,-6553
Grosser Aletschgletscher,B36-26,1933,906,-1000,-94,2865,91.815,-6647
Grosser Aletschgletscher,B36-26,1934,497,-2305,-1808,3145,91.815,-8455
Grosser Aletschgletscher,B36-26,1935,1533,-2411,-878,2995,91.815,-9333
Grosser Aletschgletscher,B36-26,1936,1587,-1611,-24,2865,91.815,-9357
Grosser Aletschgletscher,B36-26,1937,1466,-1911,-445,2955,91.815,-9802
Grosser Aletschgletscher,B36-26,1938,870,-1429,-559,2955,91.815,-10361
Grosser Aletschgletscher,B36-26,1939,801,-1169,-368,2905,91.815,-10729
Grosser Aletschgletscher,B36-26,1940,1175,-332,843,2705,91.815,-9886
Grosser Aletschgletscher,B36-26,1941,737,-1094,-357,2925,91.815,-10243
Grosser Aletschgletscher,B36-26,1942,755,-1629,-874,3045,87.48,-11117
Grosser Aletschgletscher,B36-26,1943,792,-1436,-644,2945,87.48,-11761
Grosser Aletschgletscher,B36-26,1944,918,-1686,-768,2995,87.48,-12529
Grosser Aletschgletscher,B36-26,1945,1668,-1703,-35,2865,87.48,-12564
Grosser Aletschgletscher,B36-26,1946,1322,-1496,-174,2865,87.48,-12738
Grosser Aletschgletscher,B36-26,1947,822,-2360,-1538,3155,87.48,-14276
Grosser Aletschgletscher,B36-26,1948,1574,-544,1030,2695,87.48,-13246
Grosser Aletschgletscher,B36-26,1949,770,-1825,-1055,3025,87.48,-14301
Grosser Aletschgletscher,B36-26,1950,942,-2449,-1507,3135,87.48,-15808
Grosser Aletschgletscher,B36-26,1951,1368,-1417,-49,2865,87.48,-15857
Grosser Aletschgletscher,B36-26,1952,1196,-1808,-612,2975,87.48,-16469
Grosser Aletschgletscher,B36-26,1953,1378,-1359,19,2855,87.48,-16450
Grosser Aletschgletscher,B36-26,1954,849,-1079,-230,2865,87.48,-16680
Grosser Aletschgletscher,B36-26,1955,1042,-785,257,2795,87.48,-16423
Grosser Aletschgletscher,B36-26,1956,961,-848,113,2825,87.48,-16310
Grosser Aletschgletscher,B36-26,1957,901,-1205,-304,2895,87.48,-16614
Grosser Aletschgletscher,B36-26,1958,1190,-2034,-844,3065,87.48,-17458
Grosser Aletschgletscher,B36-26,1959,942,-1955,-1013,3125,87.48,-18471
Grosser Aletschgletscher,B36-26,1960,1034,-841,193,2845,87.48,-18278
Grosser Aletschgletscher,B36-26,1961,1284,-1891,-607,2995,87.48,-18885
Grosser Aletschgletscher,B36-26,1962,1470,-2003,-533,2975,87.48,-19418
